pid,asr_text,asr_language,asr_char_count
POST00001761,"Science na may UTI ka, umi big tapos in UN. Char, urinary tract infection. Number 1, mahap de o masakit pang umi ihe. Number 2, mas madalas ka umi ihe kumpara sa usual ka'y'n dina manga rung kadame yung ilinom mong tubing. Number 3, hirap kang ilabas ang ihe. Number 4, na ihe ka, kait hindi mo naman ramdam na puno ang pantong mo. Number 5, may dogo sa ihe, or kulae ca ang ihe. Pakonsulta na para ma-confirm na UTI ito. Yung ibang simptomas ka sa yung UTI ay, ay kaparehoren ng ibang STD.",tl,490
POST00000060,"I'm not your warrior, I'm a loser when they're not your living No, and I have to be here Yeah, I don't wanna hear me, it just no dance Don't want to meet your-",en,159
POST00000678,"Supposedly, solaed in the",en,25
POST00001744,"Eat it two weeks old, I'm a friterated pie Dumb waste of time",en,61
POST00000162,Lower down the volume and let's talk about the time where I got my first UTI So I was definitely in high school and did not know what a UTI was I thought I was dying guys really really bad. I really thought I was dying by the way I'm using my boxy trying to goodies a to do my makeup today So all I remember was for a few days I was having like this burning sensation every time I peed it started off very very lightly So they maybe this is gonna go away and of course I didn't want to tell my,en,493
POST00000271,गा cros d live,hi,14
POST00001065,"It turned into something bigger So what do I do, I don't hate I got a sense that didn't betrayed",en,96
POST00000621,Para llego la casa más deseada Y la baila y la moza y la cantada,es,64
POST00001006,"I peed in the bathtub last night and I was considering not sharing this story because I figured it might be 2TMI but then I remembered it. Oh, Liv, when you started this whole text on account with a 10 per story time of the most graphic detail, traumatic travel experience of your life which was food poisoning, spewing from both hands, just really not sparing on the details. And nothing is 2TMI on this page apparently. So welcome.",en,433
POST00001309,Don't wanna want heartache Open rockstar,en,40
POST00000789,"It is quite easy to get into the TI or a urinary tract infection. Bacteria lives in the inner, lower, general area and the use of two of the rate buff go into the bladder and cause a infection. This easily happens with sexual intercourse as bacteria from your male partner and your immune intercourse will easily provide its provider to cause an infection. This is why it is extremely, extremely important that you urinate right after intercourse.",en,447
POST00000252,baking soda. Did you know that not only is baking soda a wonderful household cleaner and deodorizer but if you're having a UTI you wake up in the morning and you feel that burning you know you didn't go pee last night. Whatever the case maybe. Take this wonderful thing take about six ounces of water a teaspoon one teaspoon of baking soda.,en,340
POST00000302,to be in ups youxi j,en,20
POST00000351,"Just close your eyes, the sun is going down",en,43
POST00002662,I've been good enough to survive Cause I'm good I'm feeling alright Maybe I'm the best fucking,en,94
POST00000865,Million dollar per se Million dollar per se,en,43
POST00003966,So is that face on the better you?,en,34
POST00000721,What if I told you this job requires no school and pays a livable wage? The job title is a dental lab technician.,en,113
POST00001537,"So you're an artist yeah, are you good at it?",en,45
POST00000915,"Like these people, waitin' show up, up, up, up, up I could have my Gucci on I could wear my Louis Vuitton, but even with nothin' on But I made you look, I made you look Yeah, look good in my Versace dress But I'm harder when my morning has been messed But even with my hoodie on I made you look, I made you look",en,311
POST00000923,,en,0
POST00003443,"Sure, the",en,9
POST00000040,Just one look at you And I know it's gonna be A lovely darling,en,62
POST00000049,so you,en,6
POST00000026,foremost,en,8
POST00003442,"Chyba jeśli to 엔ika erfahrenia, że потому że needs my nobody, no i to nie napropy no i w myśli O� o, fajny rupo Bismuche",pl,120
POST00002351,bada bada bada bada bada bada bada dada dada no get fuckin awesome,en,66
POST00001209,"Hasaman askiyo lately of question like how are you? Are you still breathing? Or just a plane? Are you okay? If someone did well, is that makes you the luckiest for today? For someone who hasn't yet asked of such, here I am asking you. Are you okay? Well, obviously you are not. Will this be the end? Now go ahead",tl,312
POST00001798,"So when you're ready to flush, come get what you deserve",en,56
POST00002608,"This is just in case you don't know that this resource exists out there. National Alliance on Mental Illness. It's the United States largest grassroots nonprofit organization on mental health. And it provides education, advocacy, and support to those living with mental health disorders and their families. And this can also include those with neurodivergencies. Even if it's a neurodevelopmental disorder, the symptoms of that, like I live with autism and ADHD, the diseases of twice a month.",en,493
POST00001579,"I just want to show you how cool this partial denture is. This partial denture was made entirely from a digital scan. We scanned the patient's lower teeth in their opposing denture, and we were able to capture way more detail than our normal traditional impressions would have allowed. Specifically, we were able to scan around these big bony protubrances, which are called mandibular tori. About 5 to 7 percent of people have those bony protubrances on the floor of their mouth. They're totally normal, but they're really hard to get impressions around. But hovering this tiny little one...",en,591
POST00000013,"What a dirty, wrong smell I say garage? Not known, it's a night that I might forget So I'm a shoot downfall with my eyes housed So when we walk around the wrong day, I know Yeah, they know, yeah, they know Yeah, my mama told me be home by the hour I say sorry mama, I have to hit you after me and all my br-",en,307
POST00000845,"What's your drink of choice? In the grooney. I was going to say that I think... Magnato. Mmm. With Prosecco in it. Oh, stunning. Yeah.",en,134
POST00001509,"[♪tibe music playing, becomes one joke with beautiful sound, machines KENH Yay applauding! Drink milk and shampoo Drink milk and shampoo here Drink milk anymore Drink milk little by little Drink milk already Drink milk, maybe the coffee Drink milk is better but not potrzeb無溪 無第二百 Drink milk all the more Drink milk and shampoo Drink milk, tea somewhere Drink milkать",en,367
POST00003377,"Instead of doing that, we do digital impressions. Obviously not as messy, better accuracy and quicker burn around time. So this digital one takes about 100 pictures of a set and generates these three-dimensional images of the team.",en,231
POST00001642,"Don't get lost, girls I'm waiting Summer feeling so waiting boy You and me is more than a hundred miles You and me is more than the grey sky You and me is more than lonely days It's a time to go, dance with me one more time You and me is more than a hundred miles",en,263
POST00000274,music,en,5
POST00002051,"Acompáñame a ver cómo es que imprimo los modelos 13 de nuestros pacientes. Después de jitar nuestra recién amulviela colocamos en nuestra impresora 3D viscamos el archivo de nuestro diseño y lo mandamos en primil. Tenemos que esperar que la impresora completen ciclo. Unas horas más tarde los modelos están listos para que los actamos de la impresora. Y miren, se ve lindísimos, encantan. Con ayuda de estos modelos de monosutoras cosas, podemos sentarnos todo el equipo y discutir tu caso y así tenemos un plan de acción para...",es,529
