pid,ocr_text,ocr_raw_text_count
POST00003122,"Pure Beauty Collagen 1oo oooMG | Take one qlass of water and | mix it to your favorite juice or | coffee | stir in one teaspoon or 1 | scoop of Pure Beuty Collagen | Drink&Glow! | Repeat Everyday! | Sharing my favorite Pure Beavty | Collagen Powder Drink | NourishedinEveryDrink | PUREBeauty | COLLAGEN | D,OOOMG | 州010 | PeartCoatr | Pure Beauty Collagen 1o0 oooMG | Take one qlass of water and | mix it to your favorite iuice or | coffee | Stir in one teaspoon or 1 | scoop of Pure Beuty Collagen | Drink&Glow! | Repeat Everyday! | Sharing my favorite Pure Beauty | Collagen Powder Drink | ofNourishedsofeEveryDrink | PURE | Beauty | COLLAGEN | ,000MG | 正私Q10 | Pearf Coia bitract | roncAos | Pure Beauty Collagen 1o0oooMG | Take one qlass of water and | mix it to your favorite iuice or | coffee | Stir in one teaspoon or 1 | scoop of Pure Beuty Collagen | Drink & Glow! | Repeat Everyday! | Sharing my favorite Pure Beavty | Collagen Powder Drink | 若肌在育 | Vouthful Nourished Skin in Eve | PUREBea | COLLAF | 100,000 | 010 | Pure Beauty Collagen 1o0oooMG | &Take one qlass of water and | mix it to your favorite iuice or | coffee | Stir in one teaspoon or 1 | scoop of Pure Beuty Collagen | Drink& Glow! | Repeat Everyday! | With Proper Skin Care Routine | and Pure Beauty Collagen, You will | definetely achievela healty glowing | skin and radiant lookiag skin | PUREBeau | COLLAGEN | 100,0",1394
POST00003990,1monthofusing | Luxcent andPBCcombop | Just dissolve the PBcin any drinks you like | 2teaspoonperday | August 31 | August 19 | August 3 | With flash cam | August 31 | August 19 | August 3 | No flash camera,205
POST00002477,Hindi Pwede mawala sa | umaga ko. | bnBEB69nif | COTTVCEM | OTAIRO | beascoxEx | CPVIW | My favorite slimming coffee! | Luxe slim macchiato! | 916 | OTAIRO | MIAJD | ITAG | OTAIRO | For a glowing skin!,201
POST00000964,"10 | Pangarap kolang to | mabili dati, ngayon | afford kona! | ·NAKAKA-BLOOMING | ·NAKAKAPUTI | ·NAKAKA BATA | AND MANY MORE | BENEFITS DAHIL | MAYAMAN TO SA | COLLAGEN想 | AGL | 009",181
POST00002751,"汁儿商品 | Sharing my favorite Pure | Beauty Collagen Powder | APAN | Drink | 若育 | 工Q10 | 100,000MG | Pearl | COQ1 | Hyaluronic Acid | Q10 | Gram | APAN日本才汁儿商品 | PURFBeauty | COLLAGEN | 100.0 | With the proper skin care | routine &Pure Beauty | NOAPR | Collagen, you will definitely | achieve a healthy, glowing, | and radiant looking skin. | FAPAN | 日本才十心商品 | 若肌育 | Youthful Nourished Skin in Ever | PUREBea | COLLAGE | 日本品 | 100,0nnu | NOAPP | 日本才儿商品 | APAN | eauty | Stay young and fresh mga | sis! Get yours today! | COL | 14Q10 | 日本品夏-手 | Jape | 100,000MG | CoixExtract | COQ10 | COO10 | Hyaluronic Acid | Net Weigh | 100 | Grams | PEARL | FOODSUPPLEMENT",655
POST00002689,"PUN Beauty | Get Youns Now | COLLAGEN | 1,349.95 | 2,449.95 | BAMULEI | LANOERSARCOVIACITY | SAMPLE! | SET | STETFEELSANILESOF OURTOSOON | MADEINIARINB本大品 | 若心肌老育了F | thNouS | @bea.fwm | @itsemcay",196
POST00002797,"TikTOK | R@purebesutycollager | TikTok | @purebeautycollagen | MADEINJAPAN | 日本才十儿商品 | 若夕LL肌龙育飞石上 | Youufuf NourishedSkin in Every Drink | MADEINJAPAN | PUREBeauty | 若肌态育 | COLLAGEN | PUREB | 日本品079 | COLL | lapan QuntyM | Colagte Pe | te Poder Ms | 100.000MG | 100 | Q10 | Pearl Coir beact | HYDRATE&NOURISH YOURSKIN | COQ10 | THE RIGHTWAY EVERYDAY WITH | yaluronic Acd | PUREBeauty | 100 | Grams | NOAPROVEDTHERAPEUTICCLAIM | FOODSUPPLEMENT | COLLAGEN | NO AIO | Try it now and getthe | benefits of collagen injust 5 Nights! | 5,000 | TikTok | ：@purebeautycollagen | TikTok | ：@purebeautycollagen",598
POST00000177,ANONG COLLAGEN ANG | PWEDE SA BUNTIS? | ANONG COLLAGEN ANG | PWEDE SA BUNTIS? | 879 | CO | ANONG COLLAGEN ANG | PWEDE SA BUNTIS? | ANONG COLLAGEN ANG | PWEDE SA BUNTIS? | JJA | BOBEE bBEBer | COTF COrGE | 400 | 2M000.00t | 10 | ARNATGTG | MADSTUNAIN,249
POST00002796,"若肌育 | Thful Nourished SkininEveryDrink | PUREBeauty | COLLAGEN | 100,000Mo | HREBAMINTCCLAIM | 若肌育 | EthfulNourished Skinin EveryDrink | PUREBeauty | COLLAGEN | 100,000MG | Pearl | HUMUNCCLAIM | is so important for your hair | 若肌育 | ithful Nourished Skinin EveryDrink | PUREBeauty | COLLAGEN | 100,000MG | 若肌育 | thfulNourishedSkinnEveryDrink | PUREBeayty | COLLAGEN | 100,000MG",377
POST00001665,"MADEINJAPAN | 日本才汁儿商品 | 若肌育 | Youthful Nourished Skin in Every Drink | PUREBeauty | COLLAGEN | 100,000MG | 工Q10 | Pearl CoixExtract | COQ10 | Hyaluronic Acid | Net Weighr | 100 | Grams | One of the best | powder collagen | drink | ADEINJAPAR | 日本 | 汁儿商品 | 若肌育 | theLiNouri easn in Eyer | Drink | ogtFrtract | Peari | EXTRACT | uronic | 00 | SUPPLEM | CCLAIM | One of the best | powder collagen | drink | MADEINJAPAN | 日本才汁儿商品 | 若肌育 | Youhful Nourished Skin in Every Drink | PUREBeauty | COLLAGEN | 100,000MG | HYALU | 010 | 么Q10 | OPEARL | Pearl Coix Extract | Safe na safe | fonicAcid | kahit sa buntis | nakakatulong pa | forhealthier | joints, bone, | hair and nail | care | MADE IN JAPAN | 日本才十儿商品 | 若肌育 | Yauthful Nourisheagkin in Every Drink | PUREBeauty | COLLAGEN | 100,000MG | A私牛 | 工亿Q10 | 儿口酸 | .PEARL | Peari Coix Extract | BATRACT | Hyaluronic Acid | Safe na safe | kahitsa buntis | Grams | nakakatulongpa | forhealthier | joints, bone, | hair and nail | care",972
POST00002661,"105 | SALE | PICOTABLETS | 1.5 | PURE BEAUTY | (20CT | IQLLAGEN | 1,232.95 | latestfind atLanders Superstore: | PUReBeaUTY | COLLaGen | Beayty | LANEN | hfufNoutished Skin inEvery Dhe | 5,000MG | COLAEN | PURE | Beauty | COLLAGEN | 100, | 100,000M | 5,000MG | Beauty | AGEN | DWO0O'S | NOA | SCOTTS DA GUa | sery | 454.9 | OTEN | PUREBeauty | COILAGEN | 5,000MG | PURLBeauty | COLLAGEN | 5,000MG | COLLSSENYERTISEN | POWDER | PUREBeauty | MAAINAAN BOEUTARA | COLLAGEN | 5,000MG | 30 day supply | SEWELLG | ASGORBIG | SALE | 1099 | 找m446.95 | 454 | CHEDDAR",555
POST00000236,JessyI | Mendiola | TAKE YOUR COLLAGEN | GAME TO NEW HEIGHTS | SwitchtoPUREBEAUTYCOLLAGEN | 1300 | 2500 | Beauty | COLLAGEN | Beauty | COLLAGEN | Jessy | Mendiola | TAKE YOUR COLLAGEN | GAME TO NEW HEIGHTS | SwitchtoPUREBEAUTYCOLLAGEN | 1300 | 2500 | Beauty | COLLAGEN | Beauty | COLLAGEN | Jessy | Mendiola | TAKE YOUR COLLAGEN | GAME TO NEW HEIGHTS | SwitchtoPUREBEAUTYCOLLAGEN | 1300 | 2500 | Beauty | COLLAGEN | Beauty | COLLAGEN | Jessy | Mendiola | TAKE YOUR COLLAGEN | GAME TO NEW HEIGHTS | SwitchtoPUREBEAUTYCOLLAGEN | 1300 | 2500 | Beauty | COLLAGEN | COLLAGEN | Beauty,578
POST00000574,"12:44 | GLUTAWORKSWHITENINGEXPERT | Posts | Nag start lang ako | glutaworkswhimag:postsa instagram | ng aking balik alindog | pictures | MYSUCCESSJOURNEY | NOWIMAPROUDCEOOF2 | SUCCESSFULBRANDSINPH | #LUXCENT | #PUREBEAUTYCOLLAGEN | Likedbyms.whiterabbitdeniseand6others | glutaworkswhiteningexpertGustonyobamaginglabanos | sakaputian?Glutathionelangangsolusyondyan:)pampaputi | pampakinispampabata:)Kahitmadaminanggayagaya | sellersouttheremakikitanyonamansaGLUTAWORKS | authenticangkaputianniMiSSANN:)Hindi | adobe,filters,CAM36o:)atsaglutaworksmadamiclient | Hanggang sa pag dadala | ng kauna unahang collagen | powder na galing mismong | japan | walangimposible | basta maganda at kalidad | ang producto | award | winning | BestPremiumCollagen | Dy trustedsocial media celebrities | You too can have youthful bouncy skin | in every drink! | Madein | Japan | collagen | supplement | No.1 | COLLAGENY | ais | Lazada | Shopee | BecutyMnt | THE | AWARD WINNING | BEST | COLLAGEN | #Purebeautycollagen | CHOICE",1008
POST00003695,"PURE Beauty | COLLAGEN | 100,000MG | MADE IN JAPAN | TN JAPA | 日本少十商品 | PURE Beauty | RONIn | COLLAGEN | Drink | 100,000MG | PLID | MADE IN JAPAN | COLLAGEN | JapeQualityMannCollag hPepte PowderMix | 100,000MG | 江么Q10 | NIC | Parltoix Extt | COQ10 | Q0Q10 | Hyaluronic Acid | PEAR | Net Weight | 100 | Grams | 1009 | FOOD SUPPLENT | PUR | ty | PURE Beauty | COL | COLLAGEN | 100,000MG | 日本品質 | MADE IN JAPAN | Japan Qualty Marine Collagen Peptide Powder Mix | 100,000MG | YALO | ACID | ONIC | 江亿Q10 | COQ10 | Pearl Col Extrad | PEAR | COQ10 | Halujohic Acid | Net Weight | 100 | FOOD SUPPLEMENT | Crams | 6001 | Lvey | PUI | ty | PURE Beauty | COL | COLLAGEN | 100,000MG | 日本品質 | MADE IN JAPAN | Japan Qujy Marine Collagen Peptidle PowderMk | 100,000M6 | 江么Q10 | COQ10 | PEARL | Eoix座xtrac | COQ10 | Hyallronic Acid | Me, Weight | 100 | FOOD SUPPLEMENT | Grams | 100g | CLNM",874
POST00003816,"ENJAPAN | 若肌态 | PUREBeaut | COLLAGEN | Tiktok | 日本品质の | COLLA | JapanQualyManeColagenPe | 100,000M | HYALURO | Pure Beauty Collagen | ACID | BENEFITS | Reduces finelinesand | COQ10 | wrinkles | PEARLAC | Reducesacnereckl | andmelasma | Brightens up skin tone | Eliminateopenpores | FOOD | Goodfornails,kinh | and joints | MADEIN | JAPAN | 日本製 | Beauty | PUREE | COL | N3S7703 | 100.000MG | ouyCougenPeptidePowderMax | 71-71-37-1 | Caution | PUREBe | 使用方流 | COLLAG | 使周方法 | TENSNSOYEOTDESI | TutritowFats | Pure BeautyCollagen | BENEFITS | Reduces finelines and | wrinkles | Reducesacne,freckl | andmelasma | TikTok | Brightens upsin tone | cEliminateopen pores | Coodfor nails,skin,hair | and joints | Prevents sagging of skin | COLLAGEN | Beauty | MADEIN | JAPAN | 日本毅 | 100000Mg | JapanQualityMarineCollagenPeptidePonderMa | With Active Ingredients | Acid | Pure Beauty Collagen | Fot intensivenounshmentalsinwd | bodyelinicallyproven tomdicefoe | linesandwrinkies.Drnkiteydty | tor clearandglowingskin | 使用方法 | Direction forUse: | Putoneteaspoon appraxumatey3t | grarisofPureBesutyCoiagen | Doiwderinan emptyglass.pour | 使用方法 | Storage: | Pure Beaut | BENEFITS | UheITeaspodn | Reduces fi | wrinkles | *Reducesa | Dl Datore | and melasn | 05.2025 | *Brightens",1262
POST00003309,"RRRRRRRND | 肌育 | ourished Skin in Every Drink | REBeauty | LLAGEN | 100,000MG | ACIO | 肌育 | ourished Skin in Every Drink | REBeauty | LLAGEN | 100,000MG | ALUR | ACID | 肌育 | NourishedSkin in EveryDrink | REBeauty | LLAGEN | 100,000MG | ACIO | NIC | PearlC | 肌育 | lourishedSkininEveryDrink | REBeauty | LLAGEN | lityMareCollagnPeptideMi | 100,000MG | ACID | NIC | PearlC",369
POST00002795,"!!NO POWDERED FRUiT EXTRACTS. | !!NOFAKESUGARSTEViAS | 10MANUFACTUREDTIN JAPAN | REAL 10OGRAM POUCH OFIBLENDED RAWMATERiALS | 17%ACTIVE INGREDiENTS | TOTAL | 100.000MG PRODUCT | OURI TOTAL NET WEIGHT ARE THE SUM OF | REALCOLLAGENJ & ACTiVES ONLY WHiCH MEANS | YOu | ARE GETTiNG NO BULKYFiLLERS | ARTiFiCiAL FAKE SUGARS & CHALKS! | MADEINJAPAN | 日本才汁儿商品 | 若肌育卜 | Youthful Nourished Skin in Every Drink | PUREBeayty | COLLAGEN | 100,000MG | ACID | EXTRAOT | Pearl CoixEx | COQ10 | HyaluronicA | Net Weight | 100 | Grams | 100g | STAY FRESH AND GLOWiNG | WiTH PURE BEAUTY COLLAGEN",577
POST00001174,True & honest | reviews form real | users | TikTok | 2@christine | Beauty | COLLAGEN | True & honest | reviews form real | users | TikTok | 2@christineweesee | True & honest | reviews form real | users | TikTok | 1echristineweesee | True & honest | reviews form real | users | ChristineWeeSee | @christineweesee | JTikTok,321
POST00003625,"PURE Beauty | COLLAGEN | sthful Nourished Skin in | PUREB | COLL | 日本品质 | JapanQualityMarine | ptidePoy | 100SOMG | 江工Q10 | Pearf Coix Extact | COQ10 | HyaluronikcAcid | Ner linight | 100 | Grams | NT | TIC CLAIM | 若肌套育外卜 | thfulNourshadSkuig in EvenyCyk | PUREBeauty | COLLAGEN | Ipan Quality Marine Coflagen Peptide AumdeMs | 100,000MG | CLAIM | 若肌育 | sthfulNourish | PURF | COL | 日本品货 | Jpan Quality | neunagen Peptide Powder Mix | 么Q10 | Pearl Coix Extract | COQ10 | Hyaluronic Acid | Nerinigiht | 100 | Grams | TICCLAIM | 若肌育 | PUREBeauty | COLLAGEN | 100,000MG | ACID | 江Q10 | PeanCouxExtract | PEARL | COQO | Hyaluropir lod | 100 | Grnas | NO-ADOD SUPPLEMENT | WED THERAPEUTIC CLAIM | 100",695
POST00002582,PUBEBeauty | MADEIN | JAPAN | COLLAGEN | 日本毂 | WiWArtieIngsdeMY | 7-2025 | Pure Beauty Collagen | 日本才闻品 | MADEINJAPAN | PUREBeau | COLLAGEN | soeDuityMarneCofia | 100000NIG | 八么牛 | 么Q10 | 儿酸 | Pearl Coix Extract | COQ10 | Hyaluronic Acid | Net Weight | 100 | Grams | HERAPEUTICCLAIM | Pure Beauty Collagen | Pure Beauty Collagen | Add to | orycoa | favard | drink | OR | *Forbest results dirnk 2rs | BestBefore: | 07. 2025 | Pure Beauty Collagen,445
POST00002911,"USR | Beauty worth | theflaunt | 肌育 | CO | Beauty | Beauty | PURE | COLLAGEN | COLLAGE | 1000 | Beautyworth | USR | theflaunt | VilmaSantos-Recto | Fillpinoactress,TVhost,andpoliticlan | MADEINJAPANB才9TIR | CO | Beauty | PUREBeauty | COLLAGEN | COLLAGE | 100E | OOMG | Beauty worth | theflaunt | BEAUTYCOULAGEN | MADEINJASANB才2TR品 | COL | Beauty | PUREBeauty | COLLAGEN | COLLAGEN | 100元 | DOOMG | Beauty worth | theflaunt | MADEINJAPAN但本才十I育品 | 肌育 | COL | Beauty | PUREBeauty | COLLAGEN | COLLAGEN | 100,",505
POST00003924,"karlaestrada1121 | 12h | PUREBeauty | COLLAGEN | PUREBeauty | COLLAGEN | Beauty | COLLAGEN | 100 | 5.000M | Changeyour collagen ganmeto thenext level | switch to purebeautycallagen and double your Gtow | karlaestrada1121 | 12h | PUREBeauty | COLLAGEN | PUREBeauty | COLLAGEN | Beauty | COLLAGEN | 100.0 | 5,000M | Change your collagen game to the next level | switch to purebeautycollagen and double your GtOW | karlaestrada1121 | 12h | PUREBeauty | COLLAGEN | PUREBeauty | COLLAGEN | Beauty | COLLAGEN | 100 | 5,000M | Changeyour collagen game to the next level | switchto purebeautycollagen and double yourGLOW | karlaestrada1121* | 12h | PUREBeauty | COLLAGEN | Beauty | COLLAGEN | PUREBeauty | COLLAGEN | Beauty | COLLAGEN | 5,000M | Change your collagen game to the next level | switch to purebeautycollagen and double your GtOW",833
POST00001199,Is this normal???,17
POST00000221,,0
POST00002076,you put wax to reduce the | pain | this works really really | well | just get a piece of rope | wax push it in and you're | gonna be golden,139
POST00000427,This is How we install braces,29
POST00003396,Barlie | Braces colours | ENTALYST | LCLINIC | Banli | Braces colours | DENTALYST | DENTALCLINIC | Barlie | Braces colours | DENTALYST | DENTALCLINIC | Barlie | Braces colours | DENTALYST | ENTALCLINIC,201
POST00003977,come with me to get | braces for the 3rd time in | my life | come with me to get | braces for the 3rd time in | my life | come with me to get | braces for the 3rd time in | my life | come with me to get | braces for the 3rd time in | my life,241
POST00000327,INSTANT REACTION TO | HAVING BRACES!,36
POST00003724,Next step after braces | If you're about to get your | braces off | make a retainer after | composite bonding with us | so theseare thesteps to | make a retainer at the end | of your braces treatment | make a retainer after | sesrcomposite bondingwithus | The gooey stuff that you | saw put in her mouth | make a retainer after | composite bonding withus | niceandsnug,368
POST00001681,how braces work | how braces work | how braces work | how braces work,69
